code,ticker,company_name,sector,best_variant,theme_text_regenerated,theme_text_regenerated_compact
1433,1433.T,ベステラ,建設業,theme_bodyleft,".9 ー → OA) 7 23 17. 東 P 【 株 式 】 & 飛 【 株 1 7 , 名 く 既 1> 庸 1 1 阪 ] TERRA ・ 1 ー 16 ー Ⅱ 己 資 本 4 , 長 泰 治 一 生 l> il 衾 ス タ : ( ド 日 31 35 当 野 炳 樹 1 14.5 高 安 期 1 ( 6 ( 3 0 4 , 四 2 Ⅱ 71 3 期 【 指 標 等 】 く 4 ・ 1> 野 仕 秀 10( い ) 高 安 日 ・ ROE ー 予 、 く 円 > o.3 、 : 勳 橆 : 10M ー 11 調 ー 株 益 931 ん ロ 第 4. ・ 、 年 5 年 満 住 )",".9ー→OA)72317.東P【株式】&飛【株17,名く既1>庸11阪]TERRA・1ー16ーⅡ己資本4,長泰治一生l>il衾スタ:(ド日3135当野炳樹114.5高安期1(6(304,四2Ⅱ713期【指標等】く4・1>野仕秀10(い)高安日・ROEー予、く円>o.3、:勳橆:10Mー11調ー株益931んロ第4.・、年5年満住)"
1434,1434.T,ＪＥＳＣＯホールディングス,建設業,theme_bodyleft,一 和 和 ロ 2 太 村 加 窪 名 ケ 会 会 緡 本 — ゞ ュ ス 俊 コ テ ム 、 電 光 引 大 川 彰 > 〉 蚣 ー も 髯 坂 梺 国 物 光 「 【 日 自 ャ 唐 自 清 四 松 外 儀 0 = 本 柵 ( 6 安 ー 期 東 ー,一和和ロ2太村加窪名ケ会会緡本—ゞュス俊コテム、電光引大川彰>〉蚣ーも髯坂梺国物光「【日自ャ唐自清四松外儀0=本柵(6安ー期東ー
1435,1435.T,ｒｏｂｏｔ ｈｏｍｅ,不動産業,theme_bodyleft,"16. ー 5 例 → 第 IO カ ー 7 引 .3 △ 1 【 株 式 】 & 9 い 【 株 主 丿 四 , 名 く な 肥 〉 庸 1 占 木 大 畉 4 圏 9 , 11 Ⅱ 己 資 本 9 , イ ア イ ス タ 不 動 岸 1 ー 3 を 田 八 木 短 資 0.9 ー 4 【 指 標 等 】 く 肥 〉 楽 高 統 安 日 ・ ROE 1 ー 予 7. ぃ 融 1 貯 6 1 4 最 純 益 ( 1 富 2 ) 3 , ・ 0 、 ( 0 年 満 、 、 ) 0 0 ・ 【 役 い リ 大 咲 報 暑 本","16.ー5例→第IOカー7引.3△1【株式】&9い【株主丿四,名くな肥〉庸1占木大畉4圏9,11Ⅱ己資本9,イアイスタ不動岸1ー3を田八木短資0.9ー4【指標等】く肥〉楽高統安日・ROE1ー予7.ぃ融1貯614最純益(1富2)3,・0、(0年満、、)00・【役いリ大咲報暑本"
1436,1436.T,グリーンエナジー＆カンパニー,建設業,theme_bodyleft,0 、 っ 2 ワ 1 ワ 1 ワ 1 ワ 1 1 ー 名 ノ 株 券 緡 江 ・ ビ リ 自 業 証 茉 ガ 0 主 フ [ イ 崎 間 蹤 大 村 富 国 信 俶 鈴 楽 内 世 福 5 娘 膈 業 い → 1 1 分 ー 公 ー ー 1 6 ル ス,0、っ2ワ1ワ1ワ1ワ11ー名ノ株券緡江・ビリ自業証茉ガ0主フ[イ崎間蹤大村富国信俶鈴楽内世福5娘膈業い→11分ー公ーー16ルス
1438,1438.T,岐阜造園,建設業,theme_bodyleft,"ー 5 住 4 1 位 11 - 諸 よ カ 舸 → ( 13 り ー 7 7.0 【 株 式 】 & 四 飛 【 株 7 4.3 > Ⅱ 己 資 本 3 : 株 会 4 : 9 恥 142 い 同 会 社 小 栗 達 弘 オ フ ィ ス 儕 ( ・ 3 ) 1 1 阪 ] 奐 水 ハ ッ ス 2 料 幻 9 10 よ ー 幻 4 14 1 【 指 標 等 】 く の 小 栗 鬻 22 ー 7 例 冪 、 ( 。 年 社 , 、 ) 柵 品 ー 嚼 円 韻 益 ( な の 幻 1 刈 幻 18 幻 ROA & 予 7 く 円 > : 勳 橆","ー5住41位11-諸よカ舸→(13りー77.0【株式】&四飛【株74.3>Ⅱ己資本3:株会4:9恥142い同会社小栗達弘オフィス儕(・3)11阪]奐水ハッス2料幻910よー幻4141【指標等】くの小栗鬻22ー7例冪、(。年社,、)柵品ー嚼円韻益(なの幻1刈幻18幻ROA&予7く円>:勳橆"
143A,143A.T,イシン,サービス業,theme_bodyleft,れ 物 ー 8 Ⅷ 義 券 第 希 券 総 仕 太 大 測 田 証 和 美 証 一 亮 . 石 旧 ロ 田 天 岡 下 本 2 信 【 明 村 桜 楽 片 皿 森 松 外 投 聴 犠 7 ー 予 チ 一 1 一 4 1 1 -1 ・ い 1 ー ー 1,れ物ー8Ⅷ義券第希券総仕太大測田証和美証一亮.石旧ロ田天岡下本2信【明村桜楽片皿森松外投聴犠7ー予チ一1一411-1・い1ーー1
1443,1443.T,技研ホールディングス,建設業,theme_wide,24 ー 【 株 式 】 ー 俐 【 株 ド ・ く 既 3 〉 ン リ ー ナ / マ ク ロ ス 4 圏 夢 み つ け 務 ) く 2 3 〉 市 S B I 【 指 標 等 】 〉 制 2 ー 幻 ー 有 3 4 ン リ ー ジ ア ト レ ー デ - 第 7 5 大 島 、 男 4 き 比 事 讐 今 拿 融 龕 安 統 日 ・ ROE リ 友 孀 託 r 24 3 あ 214 ー ROA % ー く 外,24ー【株式】ー俐【株ド・く既3〉ンリーナ/マクロス4圏夢みつけ務)く23〉市SBI【指標等】〉制2ー幻ー有34ンリージアトレーデ-第75大島、男4き比事讐今拿融龕安統日・ROEリ友孀託r243あ214ーROA%ーく外
1444,1444.T,ニッソウ,建設業,theme_wide,"7 東 ⑥ 24 ー (OA 【 株 式 】 俐 【 株 ド ー の 川 浩 ー 田 供 「 務 ) く 2 輒 > 市 光 、 ' 本 置 ト 安 き 比 事 チ = ス ナ , ト ヒ ル ズ イ 7 3 3 ー 73 【 指 等 】 わ 宮 弘 3 2 24 3 ROA く 外 〉 L3S く 瀞","7東⑥24ー(OA【株式】俐【株ドーの川浩ー田供「務)く2輒>市光、'本置ト安き比事チ=スナ,トヒルズイ733ー73【指等】わ宮弘32243ROAく外〉L3Sく瀞"
1446,1446.T,キャンディル,建設業,theme_bodyleft,"ー 7 ー 5 6 & 3 【 株 式 】 & 107 【 株 川 閉 コ 〉 庸 4 1 当 : 阪 イ 引 越 当 ー 2 な 4 1 1 第 → ー 19. Ⅱ 己 資 本 2 , 8 大 四 幸 四 郎 24 本 比 4 & 自 社 グ ル ー プ 従 業 員 れ 株 会 東 S 9 絽 、 毬 ー 3 似 9 4 0 響 「 1 1 日 本 マ ス タ ー ・ ー 呂 朝 4 5 3 【 指 標 等 】 く の 高 安 日 ・ ・ ROE ー を & 脇 第 ヒ ? ↓ 業 Ⅱ 2 1 5 11 最 純 益 ( 円 . の 幻 7 △ 1","ー7ー56&3【株式】&107【株川閉コ〉庸41当:阪イ引越当ー2な411第→ー19.Ⅱ己資本2,8大四幸四郎24本比4&自社グループ従業員れ株会東S9絽、毬ー3似940響「11日本マスター・ー呂朝453【指標等】くの高安日・・ROEーを&脇第ヒ?↓業Ⅱ21511最純益(円.の幻7△1"
1447,1447.T,ＳＡＡＦホールディングス,建設業,theme_bodyleft,清 未 品 11 加 訂 ー 号 会 緡 俊 ー 守 資 ス 券 則 世 持 ー ー ト 成 合 京 和 井 日 社 ー ー ー 外 投 【 川 東 国 大 松 ア リ く く 61 っ 0 1 2 8 6 ル ス,清未品11加訂ー号会緡俊ー守資ス券則世持ーート成合京和井日社ーーー外投【川東国大松アリくく61っ01286ルス
1450,1450.T,ＴＡＮＡＫＥＮ,建設業,theme_bodyleft,"ー 5 載 07 第 0 → 1 ー 7 1 に 5 ー & 3 自 社 グ ル ー プ 取 引 先 株 会 1 【 株 式 】 & 1 , 飛 【 株 1 4.3 〉 庸 2 1 2 ~ 齠 > 侃 イ シ グ 凵 叫 Ⅱ 己 資 本 3 ご っ こ 本 比 割 ペ ン カ ン 機 に 1 【 指 標 等 】 く 4 ・ 3 〉 大 ・ 商 へ 亠 物 「 3 , 叨 設 楽 “ 6 丘 4 6 4.9 6 4.9 5 45 4 よ 2 ( ) 高 安 日 ・ ROE 1 ー 予 7 、 公 益 財 団 伝 人 岐 阜 ? ー 1 ROA 4 ー 予 4 14 1 0 ・ 調 ー 株 益 14N 0 最 純 益 ( 幻 コ ) 訂 2 く 信 〉 0 、 ・ 定 . 、 、 年 、 ( 0 年 満 005 0 チ 【 役 儀 t) 中 声 ・ 靨 羅 調","ー5載07第0→1ー71に5ー&3自社グループ取引先株会1【株式】&1,飛【株14.3〉庸212~齠>侃イシグ凵叫Ⅱ己資本3ごっこ本比割ペンカン機に1【指標等】く4・3〉大・商へ亠物「3,叨設楽“6丘464.964.95454よ2()高安日・ROE1ー予7、公益財団伝人岐阜?ー1ROA4ー予41410・調ー株益14N0最純益(幻コ)訂2く信〉0、・定.、、年、(0年満0050チ【役儀t)中声・靨羅調"
145A,145A.T,Ｌ ｉｓ Ｂ,情報・通信業,theme_bodyleft,ー 7 四 .1 幻 . 4 51 阜 東 誕 c ー 5 → ー ( Ⅱ り OA) 高 値 ム 37.0 41 2 1 3 制 7 4 高 師 安 日 ・ 2 11 1 1 幻 818 1 国 人 【 株 式 】 & 第 幻 【 株 1 均 な ー 幻 庸 27 チ ェ ン ジ HLD 72 Ⅱ 己 資 本 1 DC ー ベ ン チ ャ ー 成 長 支 援 投 本 比 6 鵯 資 事 業 組 合 537 ア ズ リ ン 4 惑 「 サ ン ロ フ 、 9 浮 川 和 12 2 8 9 【 指 標 等 】 4 肥 〉 T れ 0 t ROE 75 新 一 品 戸 8 1.9 7 1 最 純 益 ( な 肥 ) 46 0 チ ・ ・ 【 役 ハ t) 横 井 加 納,ー7四.1幻.451阜東誕cー5→ー(ⅡりOA)高値ム37.041213制74高師安日・21111幻8181国人【株式】&第幻【株1均なー幻庸27チェンジHLD72Ⅱ己資本1DCーベンチャー成長支援投本比6鵯資事業組合537アズリン4惑「サンロフ、9浮川和12289【指標等】4肥〉Tれ0tROE75新一品戸81.971最純益(な肥)460チ・・【役ハt)横井加納
146A,146A.T,コロンビア・ワークス,不動産業,theme_bodyleft,ー 5 2.10 → ー 幻 ・ 公 カ 幻 . 4 OA) 東 s 高 値 高 師 安 師 呂 2 1 4 5 2 1 4 国 人 1 5 3400 1 ー 7 【 株 式 】 & 44m 飛 【 株 主 爲 名 く な ー 幻 韻 益 ( な 肥 ) 1 6 ・ 場 大 庭 票 彦 ・ ROA 4 ・ 予 5 曾 単 中 内 準 水 山 直 ROE 肥 れ 【 指 標 等 】 く 肥 〉 16 6 1 引 1 52 刈 Nstyleg) 1,ー52.10→ー幻・公カ幻.4OA)東s高値高師安師呂2145214国人1534001ー7【株式】&44m飛【株主爲名くなー幻韻益(な肥)16・場大庭票彦・ROA4・予5曾単中内準水山直ROE肥れ【指標等】く肥〉1661引152刈Nstyleg)1
147A,147A.T,ソラコム,情報・通信業,theme_bodyleft,"ー 7 △ .4 14. ま 5 第 : 0.1 1 , 1 引 ( 3 仕 5 高 統 安 日 ・ 2 ー 材 7 1 1 147 材 ・ 、 年 圓 、 ( 5 年 0 ・ ) 【 株 式 】 & 幻 3 肥 【 株 主 名 閉 コ 〉 庸 第 1 ] 三 谷 574 務 く 生 3 > 而 日 ・ カ ス ト デ ィ 信 託 冂 ( T 1 阜 資 2 9 , 9 DK) 6 公 益 財 団 法 人 -- : 谷 響 羮 具 ) Ⅱ 己 資 本 川 聡 一 : 谷 明 最 益 ( 」 の い 41 く 0 ・ ・ 、 ・ 定 調 株 益 15 0 ROA 1 ー 予 住 三 谷 明 子 ROE ・ 予 11. 三 井 友 海 .E 火 災 一 1 4 【 指 標 等 】 く 4 ・ 3 〉 80 3 コ ー ー f• 1 を ー 北 銀 ー よ 3 , 射 2 北 陸 銀 ー 70 自 社 ( 自 株 「 1 ) Ⅱ 2 4 1450","ー7△.414.ま5第:0.11,1引(3仕5高統安日・2ー材711147材・、年圓、(5年0・)【株式】&幻3肥【株主名閉コ〉庸第1]三谷574務く生3>而日・カストディ信託冂(T1阜資29,9DK)6公益財団法人--:谷響羮具)Ⅱ己資本川聡一:谷明最益(」のい41く0・・、・定調株益150ROA1ー予住三谷明子ROE・予11.三井友海.E火災一14【指標等】く4・3〉803コーーf•1をー北銀ーよ3,射2北陸銀ー70自社(自株「1)Ⅱ241450"
148A,148A.T,ハッチ・ワーク,情報・通信業,theme_bodyleft,"ー 7 四 .1 幻 ・ 4 東 誕 c 2 料 ー 5 → ー 幻 COI) (OA) 高 値 ム .7 【 株 式 】 & 1 7 【 株 丿 幻 な ー 幻 庸 1 1 割 大 竹 ア ン ド バ ー ト ナ ー ズ 181 く 肥 生 3 > 而 国 ダ イ ナ 工 ッ グ 幻 ー 2 , 大 竹 弘 幻 ー 圏 Ⅱ 己 資 本 574 EOS イ ノ ベ ー シ ョ ン 第 一 ト 本 比 ナ ー ズ 合 同 会 社 Ⅱ 増 田 知 半 ー 「 9 ク 冾 5 ( ) 和 ー 3 ー 邸 【 指 標 等 】 4 彑 肥 〉 イ ノ ベ ー シ ョ ン ・ エ ン ジ ン 1 4 例 行 7 ROA 4 ・ 予 11 自 社 ( 第 高 安 呂 ・ ROE い & } 21 OO 国 人 調 株 益 最 純 益 ( な 肥 ) 行","ー7四.1幻・4東誕c2料ー5→ー幻COI)(OA)高値ム.7【株式】&17【株丿幻なー幻庸11割大竹アンドバートナーズ181く肥生3>而国ダイナ工ッグ幻ー2,大竹弘幻ー圏Ⅱ己資本574EOSイノベーション第一ト本比ナーズ合同会社Ⅱ増田知半ー「9ク冾5()和ー3ー邸【指標等】4彑肥〉イノベーション・エンジン14例行7ROA4・予11自社(第高安呂・ROEい&}21OO国人調株益最純益(な肥)行"
1491,1491.T,中外鉱業,非鉄金属,theme_wide,"【 株 式 】 , 747 俐 【 株 ド 冖 コ . 2 都 7 カ 7 マ イ ネ ン 一 名 ン エ ン テ ー 7 務 ) く 2 3 〉 市 ー メ テ ィ ス . ー ー 7 ー 8 資 本 7 , 冊 7 ) イ デ ン シ ャ ン ト ー 2. 8 安 島 1,015 第 0 B()Öcs 、 イ エ ッ ト 制 財 7 442 5 24 ー ー 【 指 標 等 】 〉 剛 、 一 ン ズ テ ィ ア ROE 脇 プ ラ ン イ ッ ト 243 ー 〉 L5S く 瀞 ROA ー","【株式】,747俐【株ド冖コ.2都7カ7マイネン一名ンエンテー7務)く23〉市ーメティス.ーー7ー8資本7,冊7)イデンシャントー2.8安島1,015第0B()Öcs、イエット制財7442524ーー【指標等】〉剛、一ンズティアROE脇プランイット243ー〉L5Sく瀞ROAー"
149A,149A.T,シンカ,情報・通信業,theme_bodyleft,ー 7 21.1 1 31 阜 東 誕 c 2 1 ー 5 03 D 高 値 9.3 ー 引 3 8 5 高 師 安 日 ・ 【 株 式 】 & 飛 【 株 第 丿 な な ー 幻 庸 江 尻 宏 ( の 1 く 資 整 組 合 制 」 13 例 制 ナ ン ア イ ー 0 コ Ⅱ 己 資 本 % 5 SBI AI&BIockchainF& 本 比 事 業 組 合 ( 2 ) 【 指 標 等 】 4 肥 〉 業 組 今 13 0 ROE ・ 予 1 ー NVC 号 資 事 業 第 今 Ⅱ 43 ROA . 予 11 ー ス タ ー テ ィ ア レ イ . 泰 10 圏 2 四 貶 1 よ 14 1 国 人 41 ⅸ 益 ( な 肥 ) ー 黯 J. 遶 幸 夫 10 よ 5 9 柵 い 讐 に,ー721.1131阜東誕c21ー503D高値9.3ー引385高師安日・【株式】&飛【株第丿ななー幻庸江尻宏(の1く資整組合制」13例制ナンアイー0コⅡ己資本%5SBIAI&BIockchainF&本比事業組合(2)【指標等】4肥〉業組今130ROE・予1ーNVC号資事業第今Ⅱ43ROA.予11ースターティアレイ.泰10圏2四貶1よ141国人41ⅸ益(な肥)ー黯J.遶幸夫10よ59柵い讐に
150A,150A.T,ＪＳＨ,サービス業,theme_bodyleft,"ー 5 四 . → 幻 ・ 公 カ ( 4 l) 幻 . 4 OA) 東 誕 c 高 値 ー 7 【 株 式 】 & 5 , 例 0 飛 【 株 主 1 約 ・ ・ 名 く 幻 .3 > 肥 業 協 組 合 122 幻 1 G3 ホ テ ル ・ ア ル フ ァ ー リ ン 本 比 72 東 京 セ ン チ ュ リ ー 絽 ( 2 ) Ⅱ 己 資 本 ー S B 一 証 券 よ 2 , 5 業 組 合 く 肥 生 3 > 而 ジ ャ フ SV5 ス タ ー ・ 既 ー シ ャ フ SV5 共 有 1 な 3 4 1 3 48 邸 【 指 標 等 】 く 肥 3 〉 ア リ ア て ・ セ カ ン ダ リ ー フ 高 安 日 ・ ROE 予 1 住 鵯 ア ン ・ 住 10 ( の 2 一 714 4 町 7 5G0 国 人 ROA 予 75 ー 勢 ネ テ ル ア ル フ ァ ー リ ン ・ デ ィ 調 株 益 31 べ 凵 , プ メ ン ト 10 ( ー 柵 醤 : ・ 業 本 社 10( 1","ー5四.→幻・公カ(4l)幻.4OA)東誕c高値ー7【株式】&5,例0飛【株主1約・・名く幻.3>肥業協組合122幻1G3ホテル・アルファーリン本比72東京センチュリー絽(2)Ⅱ己資本ーSB一証券よ2,5業組合く肥生3>而ジャフSV5スター・既ーシャフSV5共有1な341348邸【指標等】く肥3〉アリアて・セカンダリーフ高安日・ROE予1住鵯アン・住10(の2一7144町75G0国人ROA予75ー勢ネテルアルファーリン・ディ調株益31べ凵,プメント10(ー柵醤:・業本社10(1"
1514,1514.T,住石ホールディングス,鉱業,theme_bodyleft,ー こ 1 : Ⅱ 肬 崎 Ⅷ 国 信 員 【 麻 自 日 ・ ・ 「 ・ ⅱ 長 仆 外 投 役 友 冊 4 1 ・ 十 4,ーこ1:Ⅱ肬崎Ⅷ国信員【麻自日・・「・ⅱ長仆外投役友冊41・十4
1515,1515.T,日鉄鉱業,鉱業,theme_bodyleft,"80.1 8 れ 4 9 れ 1 東 P 4.5 ー 7 4 3 【 株 式 】 & ー 7 例 【 株 ) 月 , 名 く 幻 コ 〉 庸 1 阪 日 本 製 鉄 幻 7 惑 ( 9 ) 恥 ー 4 【 指 標 等 】 く 4 ・ 3 〉 自 社 持 株 会 31 ー 響 「 ー 3 日 本 カ ス ト デ ィ ( 託 」 島 安 ま 比 事 00 - -. 0 銀 行 一 ( 多 0 ) よ 5 → い Ⅱ 己 資 本 140 , ー み ず ほ 銀 高 安 呂 ・ ROE 4 ー DFA1n ロ ス モ ー ル キ ッ 1 ROA 2 バ リ P ~ ー の 2 51 恥 石 141 調 ー 株 益","80.18れ49れ1東P4.5ー743【株式】&ー7例【株)月,名く幻コ〉庸1阪日本製鉄幻7惑(9)恥ー4【指標等】く4・3〉自社持株会31ー響「ー3日本カストディ(託」島安ま比事00--.0銀行一(多0)よ5→いⅡ己資本140,ーみずほ銀高安呂・ROE4ーDFA1nロスモールキッ1ROA2バリP~ーの251恥石141調ー株益"
1518,1518.T,三井松島ホールディングス,その他製品,theme_bodyleft,"ー 5 45 ー 7 ム 9 $ 1 1 1 17. 2 1 三 な 期 】 1 1 (OA) 第 0 → ー 1 第 2 幻 6 響 「 5 苧 : ス イ ー ト ・ ス ト リ ー ト ・ バ ン ク & 6 幻 1 【 指 標 等 】 く 4 ・ 3 〉 ラ ス ト 引 18 ( 凵 ) 高 安 呂 ・ ROE 予 4 ー バ ン ク ・ オ プ ・ ニ ュ ー ヨ ー ク ・ 2 41 ROA 15 予 2 メ ロ ン 14 儺 17 ー 1 ) 1 調 整 ー 株 益 一 円 西 日 本 シ テ ィ 銀 行 ー 2 6210 313 1 最 高 ( な 3 ) , 0 く 外 国 月 れ く 浮 動 株 〉 .7 、 戸 年 、 、 粤 、 呂 醤 ー : : = 投 信 = 、 聳 定 株 0 、","ー545ー7ム9$11117.21三な期】11(OA)第0→ー1第2幻6響「5苧:スイート・ストリート・バンク&6幻1【指標等】く4・3〉ラスト引18(凵)高安呂・ROE予4ーバンク・オプ・ニューヨーク・241ROA15予2メロン14儺17ー1)1調整ー株益一円西日本シティ銀行ー262103131最高(な3),0く外国月れく浮動株〉.7、戸年、、粤、呂醤ー::=投信=、聳定株0、"
151A,151A.T,ダイブ,サービス業,theme_bodyleft,"1 & 11 東 誕 c 2 1 ー 5 ( 18 D 引 4 幻 47 高 安 高 師 安 呂 ・ 2 引 幻 31 6 幻 47 1 国 人 ー 7 【 株 式 】 & 47 【 株 主 名 く な ー 幻 最 純 益 0 引 2 ) く 信 〉 0 、 ・ 定 ・ 100 、 調 株 益 ROE 1 予 1 & ROA 予 75 ー 野 方 位 太 郎 【 指 標 等 】 4 〉 デ ィ ・ ポ ッ プ ス グ ル ー プ 12 05 西 江 肇 司 12 0 5 合 同 会 社 / ッ ト カ ン ノ 3 ! 3 广 子 潔 1,450 側 ・ 4 1","1&11東誕c21ー5(18D引4幻47高安高師安呂・2引幻316幻471国人ー7【株式】&47【株主名くなー幻最純益0引2)く信〉0、・定・100、調株益ROE1予1&ROA予75ー野方位太郎【指標等】4〉ディ・ポップスグループ1205西江肇司1205合同会社/ットカンノ3!3广子潔1,450側・41"
153A,153A.T,カウリス,情報・通信業,theme_wide,8 85 0 8 株 一 プ 電 エ . ー ー 。 ン 報 ← ー 津 田 → 一 ニ 通 、 ツ カ 烟 セ 安 ソ 電 ス セ く 本 〈 5 安 。 3 ⑥ | 3,88508株一プ電エ.ーー。ン報←ー津田→一ニ通、ツカ烟セ安ソ電スセく本〈5安。3⑥|3
155A,155A.T,情報戦略テクノロジー,情報・通信業,theme_bodyleft,"幻 . 4 東 誕 c ー 5 7 カ 3 勤 OA) 高 安 2 1 腮 幻 一 4 安 日 2 ー ー m11 1 , 11 ー 1 国 人 ー 7 【 株 式 】 & 10 , 2 飛 【 株 主 1 爲 名 く な ー 幻 学 , 今 詩 元 韻 益 ( 肥 ) 【 役 員 高 井 淳 廣 田 重 調 株 益 ROA 1 ま 予 1 ROE 47 ー 予 な 鵯 【 指 標 等 】 4 彑 肥 〉 Ⅱ 己 資 本 ロ Ⅱ 株 会 16 1.9","幻.4東誕cー57カ3勤OA)高安21腮幻一4安日2ーーm111,11ー1国人ー7【株式】&10,2飛【株主1爲名くなー幻学,今詩元韻益(肥)【役員高井淳廣田重調株益ROA1ま予1ROE47ー予な鵯【指標等】4彑肥〉Ⅱ己資本ロⅡ株会161.9"
156A,156A.T,マテリアルグループ,サービス業,theme_bodyleft,"ー 5 幻 . ( Ⅱ 8CD 国 人 1 2 2 Ⅱ 10 加 高 師 安 日 ・ 2 1 れ 3 8 高 安 東 誕 c ー 7 【 株 式 】 & 行 【 株 ド 5 名 . 幻 柵 97 調 株 益 ROA 儀 予 中 久 貴 ROE 脇 科 4. 川 口 真 司 【 指 標 等 】 く 8 〉 小 林 価 有 7 0.0 7 0.0 ま 比 0 、 0 﨑 Ⅱ 己 資 本 1 , 7 Retweet&Share 9 一 生 わ 10X ・ イ ン ベ ス ト メ ン 1 戦 略 PR 投 資 整 業 組 合","ー5幻.(Ⅱ8CD国人122Ⅱ10加高師安日・21れ38高安東誕cー7【株式】&行【株ド5名.幻柵97調株益ROA儀予中久貴ROE脇科4.川口真司【指標等】く8〉小林価有70.070.0ま比0、0﨑Ⅱ己資本1,7Retweet&Share9一生わ10X・インベストメン1戦略PR投資整業組合"
157A,157A.T,グリーンモンスター,サービス業,theme_bodyleft,"ー 5 19. 分 1 → 1 ー 7 【 株 式 】 & 飛 【 株 主 応 名 く な ー 幻 Ⅱ 己 資 本 1 , 479 藤 沢 非 印 沙 9.4 幻 7 組 合 一 齠 > 而 WM ロ ー ス 4 号 投 資 業 31 1 東 誕 c 910 Don ・ tLookBackinAn 4 ロ 3 0.9 3 % 邸 【 指 標 等 】 く 円 〉 、 << 勳 に 2 ー 1 ROA 11 議 ー 予 1 刈 ー 4 調 ー 株 益 1 引 1 国 人 韻 益 ( な 6 ) 121","ー519.分1→1ー7【株式】&飛【株主応名くなー幻Ⅱ己資本1,479藤沢非印沙9.4幻7組合一齠>而WMロース4号投資業311東誕c910Don・tLookBackinAn4ロ30.93%邸【指標等】く円〉、<<勳に2ー1ROA11議ー予1刈ー4調ー株益1引1国人韻益(な6)121"
1605,1605.T,ＩＮＰＥＸ,鉱業,theme_bodyleft,"ー 5 21 ー 諸 & 14h (OA) 0.6 ー 7 1 【 株 式 】 & 1 2 ー 7.6 10. 1 よ 1 幻 . 1 東 P ー 飛 【 株 け 約 7 410 な な ー 幻 庸 経 済 業 大 宦 27 2 ( 9 ) 間 , ー ] 日 本 マ ス タ ー 信 龜 1 舸 → 1 務 く 02 生 3 〉 而 17 , 6 圏 ー 2 ス ら 1 高 安 高 師 安 呂 ・ 2 加 ー 157 2 75 幻 ー 9 国 人 ・ . 7 1 , 自 自 己 ー 広 7 阜 1 【 指 標 等 】 く 肥 〉 ス テ ー ト ス ト リ ー ト B 工 ス ト ト リ ROE 予 7. ー テ ィ ム 002 一 ROA 5 予 4 世 モ ル ガ ン 誕 券 臨 7 引 2 麕 2 ) 4 町 6 く 外 国 〉 ム く 浮 島 株 〉 、 よ 4 く","ー521ー諸&14h(OA)0.6ー71【株式】&12ー7.610.1よ1幻.1東Pー飛【株け約7410ななー幻庸経済業大宦272(9)間,ー]日本マスター信龜1舸→1務く02生3〉而17,6圏ー2スら1高安高師安呂・2加ー157275幻ー9国人・.71,自自己ー広7阜1【指標等】く肥〉ステートストリートB工ストトリROE予7.ーティム002一ROA5予4世モルガン誕券臨7引2麕2)4町6く外国〉ムく浮島株〉、よ4く"
